id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
40560346,Luxury Studio Suite,169582724,Gideon,,Unincorporated Areas,36.13546,-115.15012,Entire home/apt,175,3,0,,,1,177
40566140,Marriott's Grand Chateau- Two Bedroom,140404508,Sabine,,Unincorporated Areas,36.10637,-115.17014,Entire home/apt,545,7,0,,,1,0
40568280,The Classic Vacation Place!,33606197,Corina,,Unincorporated Areas,36.11016,-115.22337,Entire home/apt,70,30,1,2020-03-13,0.07,29,234
40570092,Sweet house2 Easy go Vegas Strip or red rock,58632587,Nina,,Unincorporated Areas,36.00274,-115.25353,Entire home/apt,205,3,16,2021-04-06,0.95,2,340
40571269,30+days or more rental at great location (roomB）,94556914,Jie,,Unincorporated Areas,36.12383,-115.22862,Private room,23,30,3,2020-07-03,0.19,2,138
40572210,Great 2 bedroom 2 bathroom.Close toSTRIP Chinatown,201753661,Carlos,,Unincorporated Areas,36.13006,-115.20164,Entire home/apt,87,1,95,2021-04-20,5.91,2,0
40583324,Tahiti Village 1 Bed Suite In Las Vegas: Bora-Bora,55687202,Chad,,Unincorporated Areas,36.06048,-115.16886,Entire home/apt,145,7,1,2020-09-09,0.13,2,129
40591031,GREAT PAD 15MIN FROM STRIP,69890561,Whitney,,City of Las Vegas,36.15692,-115.23689,Entire home/apt,75,2,2,2020-01-23,0.13,2,0
40591193,Comfortable private room with a Private Bathroom,188442521,Karolina,,Unincorporated Areas,36.09215,-115.24956,Private room,55,2,19,2021-04-05,1.14,4,170
40591239,Wyndham Grand Desert 2Br deluxe unit,85554930,David,,Unincorporated Areas,36.10656,-115.16235,Entire home/apt,221,5,2,2020-03-10,0.14,6,47
40592098,D&J❤️ENTIRE HOUSE/3BD/2BTH/15min to Strip/Expo,314527275,D&J,,City of Las Vegas,36.16704,-115.26432,Entire home/apt,222,2,39,2021-04-14,2.32,1,77
40593048,Wyndham Grand Desert 3Br deluxe,85554930,David,,Unincorporated Areas,36.10663,-115.16102,Entire home/apt,268,3,7,2021-04-21,0.48,6,32
40593349,Wyndham Grand Desert 4Br Presidential,85554930,David,,Unincorporated Areas,36.10795,-115.16226,Entire home/apt,346,3,0,,,6,10
40593586,SMALL 3 BEDROOM VEGAS GETAWAY,314539181,Christopher,,City of Las Vegas,36.16507,-115.20387,Entire home/apt,200,2,4,2021-04-04,0.29,1,30
40593671,Wyndham Desert Blue 4Br Presidential,85554930,David,,Unincorporated Areas,36.1231,-115.1836,Entire home/apt,343,3,5,2021-04-16,0.33,6,16
40598593,Home away from Home! Sin City with out the Sins.,236928022,Glenny,,Unincorporated Areas,36.01795,-115.14218,Private room,49,1,11,2021-03-01,0.73,1,51
40611764,Gorgeous Custom Home.,314703374,Katie,,Unincorporated Areas,36.14669,-115.2146,Entire home/apt,165,30,0,,,1,364
40613064,Vdara 24th Flr♦Fountain Strip View♦Free Parking,41475781,Kevin,,Unincorporated Areas,36.10881,-115.17922,Entire home/apt,116,1,89,2021-04-16,5.31,3,299
40613540,HICV Desert Resort 2bed 2bath no resort & park fee,101147636,Michael,,Unincorporated Areas,36.11718,-115.16169,Entire home/apt,320,3,1,2020-01-09,0.06,5,0
40613708,Summerlin Las Vegas Getaway...,27916742,Becky,,Unincorporated Areas,36.07949,-115.3162,Private room,197,2,0,,,1,0
40613717,Spacious 1920 Square Foot Home,5007203,Juanito,,City of North Las Vegas,36.25108,-115.14889,Entire home/apt,170,30,18,2021-03-03,1.13,2,0
40616318,Upscale studio with panoramic Vegas strip view!,32149900,Marissa,,Unincorporated Areas,36.11412,-115.19814,Private room,105,3,14,2020-10-23,0.87,1,140
40618105,J • Home . Aria,95193374,Jenny,,Unincorporated Areas,36.11245,-115.18746,Entire home/apt,67,1,99,2021-04-18,6.06,8,89
40618626,Living Large In Vegas,284812973,Donavin,,Unincorporated Areas,36.12582,-115.22225,Entire home/apt,1195,4,1,2021-03-28,1,2,106
40622630,Pool open!Amazing condo in the middle of the Strip,121784898,Paul,,Unincorporated Areas,36.10979,-115.17449,Entire home/apt,136,3,1,2020-01-19,0.07,6,4
40623883,Presidential Studio adjacent to LVCC wVIP benefits,166496821,Julie,,Unincorporated Areas,36.13675,-115.15201,Private room,350,3,0,,,1,0
40631847,Modern & Spacious - Full Apartment | UNIT 5E,266599276,Chase,,City of Las Vegas,36.14932,-115.15873,Entire home/apt,47,31,6,2021-04-17,0.45,9,149
40641741,Luxury Las Vegas vacation- Westgate Las Vegas,300832405,Phillip,,Unincorporated Areas,36.13647,-115.15224,Entire home/apt,160,4,0,,,1,89
40653251,Piana living,315291875,Victor,,Unincorporated Areas,36.01301,-115.14925,Private room,59,2,1,2020-01-10,0.06,1,0
40656521,"Dream Hotel Suite on the Strip 2+, no resort fees!",35261543,Ricky,,Unincorporated Areas,36.10547,-115.16652,Entire home/apt,114,2,39,2021-04-16,2.43,4,172
40656563,*3* Nice room near Strip,31730116,Chengcheng,,City of Las Vegas,36.14397,-115.18099,Private room,19,31,3,2020-10-04,0.21,16,339
40657643,*2* Nice room near Strip,31730116,Chengcheng,,City of Las Vegas,36.14197,-115.18187,Private room,19,31,4,2021-03-22,0.26,16,257
40657817,Cozy and Comfy,289231501,Darcy,,City of North Las Vegas,36.21977,-115.18276,Private room,40,2,3,2020-02-23,0.19,1,355
40659440,Cozy Bedroom near center of Las Vegas,48543883,David,,City of Las Vegas,36.14293,-115.19221,Private room,18,31,1,2020-01-14,0.06,5,173
40659604,NEW Luxury Studio Villa in Vegas,1191638,Elana,,Unincorporated Areas,36.13577,-115.15165,Entire home/apt,150,4,0,,,1,111
40662398,MGM Signature Suite STRIP VIEW ★ No Resort Fee !,6266073,Louis & Marie,,Unincorporated Areas,36.10854,-115.16606,Entire home/apt,109,3,37,2021-04-21,2.23,18,344
40669621,The Envy Suite on the Strip,76466562,Marvin,,Unincorporated Areas,36.02306,-115.17057,Entire home/apt,264,1,50,2021-04-13,3.15,2,333
40676056,"Single story home, Las Vegas (North LV), up to 8",315581503,,,City of North Las Vegas,36.20457,-115.15307,Entire home/apt,251,3,5,2021-04-04,0.31,1,174
40679809,Pet Friendly Condo with Shared Pool & On-Site Gym,384091113,RedAwning Guest Services,,City of Mesquite,36.82294,-114.06205,Entire home/apt,167,1,0,,,94,172
40680386,Private Room | 5 miles east of The Strip,315151289,Rey,,Unincorporated Areas,36.1107,-115.08327,Private room,55,1,16,2021-04-16,1.00,3,83
40682022,Luxury 3 floors 4 bdrm cozy vacation house,250411829,Ivy,,Unincorporated Areas,36.03765,-115.24312,Entire home/apt,168,2,55,2021-04-06,3.39,1,57
40684882,Quaint/hint of modern in Vegas,16609247,John,,Unincorporated Areas,36.07326,-115.30691,Private room,59,1,17,2021-02-24,1.03,1,0
40699864,ACEOFSPADES,171810642,Diego,,Unincorporated Areas,36.04922,-115.20023,Entire home/apt,304,3,40,2021-04-15,2.65,1,17
40703339,LUXURY 4 Bedroom Presidential Reserve Penthouse,27647066,Ava,,Unincorporated Areas,36.1077,-115.16048,Entire home/apt,597,3,7,2020-11-02,0.46,19,0
40709648,Club De Soleil 2 Bedroom condo NO RESORT  FEES,14143158,Bethany,,Unincorporated Areas,36.09987,-115.21951,Entire home/apt,83,3,1,2021-01-14,0.30,10,7
40710176,Room available near Nellis AFB.,316000760,Tommie,,Unincorporated Areas,36.19681,-115.06063,Private room,39,1,17,2021-04-11,1.02,2,14
40710769,Your cozy place in Vegas,306662692,Yasser & Yersi,,Unincorporated Areas,36.1259,-115.09578,Entire home/apt,61,1,68,2021-02-10,4.25,2,128
40712356,Room available near Nellis Air Force Base!,316000760,Tommie,,Unincorporated Areas,36.19614,-115.06008,Private room,39,1,3,2020-02-07,0.19,2,165
40725711,"Home Away From Home.Affordable, practical,Near Str",316123601,Mike,,Unincorporated Areas,36.1138,-115.18741,Entire home/apt,129,2,4,2020-09-07,0.27,1,277
40727278,Very Clean & Comfy Stay Near Summerlin,180199021,Jesse,,City of Las Vegas,36.1592,-115.27734,Entire home/apt,154,2,0,,,1,79
40727440,1 bedroom apt;  2.5 miles to the strip,17839254,Megan,,City of Las Vegas,36.15488,-115.18506,Entire home/apt,114,2,3,2021-04-19,0.40,1,0
40727755,2 BR villa @ Desert Club! 10 min walk to strip.,287649139,Stephanie,,Unincorporated Areas,36.11895,-115.16232,Entire home/apt,395,3,1,2020-01-19,0.07,2,90
40730635,Beautiful Master Suite with Private Bathroom,57448229,Katrina,,Unincorporated Areas,36.02025,-115.29338,Private room,80,2,1,2020-01-18,0.07,3,0
40731375,Tahiti Village Resort condo. NO RESORT FEES,14143158,Bethany,,Unincorporated Areas,36.05902,-115.17236,Entire home/apt,97,4,3,2021-04-15,0.19,10,0
40733279,"Luxurious Wyndham Grand Desert, 1 Bedroom Suite",194953121,Christian,,Unincorporated Areas,36.10751,-115.16195,Entire home/apt,134,2,0,,,101,345
40733281,Experience at Wyndham Grand Desert 1 Bedroom,194953121,Christian,,Unincorporated Areas,36.10657,-115.16099,Entire home/apt,136,2,1,2020-01-01,0.06,101,353
40735976,Lux 2BR/2BA Condo near Strip w/Pool+Balcony D218,6743803,Rodney,,Unincorporated Areas,36.11425,-115.1889,Entire home/apt,168,2,71,2021-04-10,4.33,45,145
40738430,"Fabulous condo, cozy 2bds, 2bths, great location.",201753661,Carlos,,Unincorporated Areas,36.1302,-115.20283,Entire home/apt,99,1,65,2021-04-21,8.44,2,39
40738543,"3 Bed/2 Bath with Pool, 20 Min to Las Vegas Strip!",316313269,HostWell Vegas,,City of Henderson,36.06053,-115.0547,Entire home/apt,173,30,34,2020-12-06,2.13,1,0
40739861,New 4 BR single story house 6 miles from the Strip,174700342,Alexandra,,City of North Las Vegas,36.20606,-115.14451,Entire home/apt,158,3,45,2021-04-05,2.80,1,4
40747136,2BD/2BA  Jockey Club.,100658944,Benjamin,,Unincorporated Areas,36.11013,-115.17513,Private room,180,3,1,2020-01-13,0.06,20,350
40749241,*Large Resort Suite on LV Blvd*Pool/Spa/gym/BBQ*,136493452,Steven,,Unincorporated Areas,36.05873,-115.16939,Entire home/apt,154,3,1,2020-10-08,0.15,17,4
40755684,KING BED Suite on Center Strip betw Bellagio Cosmo,24557248,Robb,,Unincorporated Areas,36.11013,-115.175125,Entire home/apt,299,2,0,,,11,14
40758483,Resort Location 2 Bedroom - Las Vegas Blvd,70722023,Michael,,Unincorporated Areas,36.033,-115.17404,Entire home/apt,60,2,1,2020-01-10,0.06,2,0
40759494,Relaxing Vegas Resort 1 Bedroom Suite Near MGM,164971898,Tom,,Unincorporated Areas,36.09899,-115.16686,Private room,170,2,0,,,20,0
40760826,Las Vegas Blvd - Resort Location 2 Bedroom,70722023,Michael,,Unincorporated Areas,36.03244,-115.1741,Entire home/apt,60,2,0,,,2,0
40762982,Club De Soleil Resort 2 bedroom condo,14143158,Bethany,,Unincorporated Areas,36.09887,-115.21944,Entire home/apt,92,3,1,2020-06-15,0.10,10,7
40766847,"Heart of the Strip, next to Bellagio w/ pool & spa",121784898,Paul,,Unincorporated Areas,36.11077,-115.1755,Entire home/apt,209,3,2,2020-03-03,0.14,6,3
40767120,Great condo next to Bellagio & Cosmo w/ pool & spa,121784898,Paul,,Unincorporated Areas,36.10905,-115.17571,Entire home/apt,209,4,5,2020-08-29,0.35,6,0
40779757,BRAND NEW HOME 4 mi 2 strip/CONV CTR|GATED  COMM!,301529897,Gino & Alejandra,,Unincorporated Areas,36.14215,-115.21293,Entire home/apt,293,1,79,2021-04-12,4.81,3,228
40789411,Comfy & Sweet 3-Bedroom House in Las Vegas,89278820,,,City of Las Vegas,36.13299,-115.29745,Entire home/apt,132,2,68,2021-04-19,4.18,1,51
40798374,POLO TOWERS VEGAS-LUXURY 2 BDRM TIMESHARE!,317091897,Conrad,,Unincorporated Areas,36.10734,-115.16982,Entire home/apt,275,7,0,,,3,364
40800952,"Top notch condo, Quite community, close to Strip.",304539697,Jenny,,Unincorporated Areas,36.11654,-115.10654,Entire home/apt,140,2,36,2021-01-02,2.28,2,0
40801085,Modern Vegas Private Pool Retreat,317127659,Cunningham Real Estate Group,,City of Henderson,36.05193,-115.06148,Entire home/apt,364,3,50,2021-01-20,3.13,3,284
40802252,Casa de Contenta  guest house.,97155475,Victoria,,Unincorporated Areas,36.04383,-115.16104,Entire home/apt,65,31,3,2020-06-29,0.20,1,0
40817401,Luxury Vegas Getaway-  Away from the busy downtown,158736315,,,City of Las Vegas,36.3139,-115.28652,Entire home/apt,606,3,26,2021-04-03,1.63,1,0
40818919,The BEST Vacation Place!,33606197,Corina,,Unincorporated Areas,36.05817,-115.2288,Entire home/apt,87,28,1,2021-03-15,0.77,29,320
40819067,The BEST Vacation Place!,33606197,Corina,,Unincorporated Areas,36.0597,-115.2287,Entire home/apt,155,10,0,,,29,320
40822683,The Vintage  LV Suite near Fremont and LV Strip,149640213,Ray,,City of North Las Vegas,36.19292,-115.12954,Entire home/apt,65,2,26,2021-02-18,1.59,3,347
40823411,"*Amazing next to the strip  condo 2bd&2ba, 6 beds♡",24557248,Robb,,Unincorporated Areas,36.11396,-115.18857,Entire home/apt,171,3,9,2020-09-13,0.56,11,200
40825149,6BR/3.5BA - Beautiful Westside home,317543720,Christopher,,Unincorporated Areas,36.13426,-115.23607,Entire home/apt,1199,10,0,,,2,334
40827407,"LasVegas beautiful 3 bdrm resort condo, lazy river",3275373,Leanne,,Unincorporated Areas,36.03388,-115.17212,Entire home/apt,419,1,2,2020-09-07,0.22,22,363
40828476,Excellent position single story near Strip、Outlets,262928314,Youyou,,City of Las Vegas,36.16919,-115.19198,Entire home/apt,176,1,42,2021-04-17,2.83,1,140
40829239,Paris Rm B - Golf Course Resort Home w/Pool,103290592,Nathan,,Unincorporated Areas,36.12319,-115.04978,Private room,55,2,1,2020-02-16,0.07,2,344
40829257,Master bedroom clean free also a bug free home,317602832,Kiandre,,Unincorporated Areas,36.11293,-115.10315,Private room,30,3,2,2021-02-27,0.13,2,365
40829313,"Cozy 5 Bedroom home , w/pool  near Las vegas strip",297270888,Anneth,,Unincorporated Areas,36.15735,-115.04981,Entire home/apt,261,1,96,2021-04-19,5.95,1,91
40832523,Water View Guest Suites,300857801,Sin,,City of Las Vegas,36.21098,-115.34072,Private room,44,7,1,2020-12-27,0.25,3,353
40840942,3 bed plus BONUS room King bed + Huge Pool,260270465,Alex,,City of Henderson,36.05849,-114.9507,Entire home/apt,236,2,66,2021-04-19,4.23,2,98
40842002,Modern Lockdown  6BR/3BA+pool (50% off 31 day min),317857337,Jose,,Unincorporated Areas,36.09842,-115.09455,Entire home/apt,680,3,39,2021-03-27,2.45,1,209
40842973,Polo Towers Suites/1 Bdrm,317869267,Jonathan,,Unincorporated Areas,36.10551,-115.172,Private room,160,2,2,2020-01-02,0.12,1,170
40843637,Upscale 4 BR Home with RV parking,317900818,Eddie And Michelle,,City of Henderson,36.01942,-114.99706,Entire home/apt,389,2,25,2021-03-22,1.77,8,138
40847271,Gorgeous Vegas Strip 2Bd 2 Bth Condo.1 Month Min,47803468,,,Unincorporated Areas,36.1017,-115.24224,Entire home/apt,60,31,3,2021-02-26,0.20,4,258
40853082,Amazing Villa / No Resort fee. close to the strip,66819413,Andrea,,Unincorporated Areas,36.11326,-115.18835,Entire home/apt,197,2,7,2020-10-19,0.44,3,150
40863076,"2-STORY 15 MINS FROM AIRPORT & STRIP, POOL&HOT TUB",75962828,Danny,,City of Henderson,35.99117,-115.14669,Entire home/apt,377,30,18,2021-01-24,1.12,2,52
40864483,Whole House Perfect For Unwinding,215273877,Saundra,,Unincorporated Areas,36.03625,-115.14802,Entire home/apt,110,30,0,,,13,111
40865841,Private pool with grotto and tiki hut.,318091377,Richard,,Unincorporated Areas,36.11836,-115.10426,Entire home/apt,700,3,4,2021-04-05,0.25,1,346
40867378,"3Bdroom w/full Kitchen, W/D, Wi-Fi, Pools, Hot tub",263243483,Luxorts,,Unincorporated Areas,36.12308,-115.18315,Entire home/apt,356,3,1,2020-02-25,0.07,32,161
40869301,"Presidential 3Bd w/Pools, Hot tubs, Cabanas, Gym!",263243483,Luxorts,,Unincorporated Areas,36.12131,-115.18311,Entire home/apt,434,3,2,2021-02-08,0.43,32,287
40870907,Close to Las Vegas Hotel Strip with Pool,318193337,Juan Carlos,,City of Las Vegas,36.14077,-115.20707,Entire home/apt,261,1,63,2021-04-16,4.12,1,75
40873618,"Located in Las Vegas,  NV (drastically reduced)",8292952,Nubia,,Unincorporated Areas,36.03831,-115.17246,Entire home/apt,100,4,0,,,3,1
40874172,Grandview At Las Vegas,318250559,Jessica,,Unincorporated Areas,36.00796,-115.17503,Entire home/apt,130,7,0,,,2,173
40874200,Private Room with Private Bath | 5 miles off Strip,315151289,Rey,,Unincorporated Areas,36.11204,-115.08283,Private room,75,1,12,2021-04-02,0.75,3,85
40875860,Beautiful Bluegreen Club 36,231520869,Kalie,,Unincorporated Areas,36.10284,-115.15679,Private room,200,3,0,,,1,0
40878375,Amazing 4bedrooms 4 bath in the perfect location,45406446,Christy,,Unincorporated Areas,36.12499,-115.2668,Private room,48,15,0,,,4,81
40890352,Cozy Las Vegas Room,181136928,Jade,,City of North Las Vegas,36.2408,-115.18736,Private room,75,1,0,,,1,361
40890695,Entired Place - Small House _ 20 min from  LV Blvd,212539123,Shadia,,City of North Las Vegas,36.22758,-115.18708,Entire home/apt,121,2,13,2021-04-02,0.86,4,230
40893576,Ranch style home Room w private entrance available,317835980,Darling,,Unincorporated Areas,36.20941,-115.22254,Private room,65,1,6,2020-07-26,0.37,2,0
40896631,Secret Garden poolJacuzzi 5mis toWynnAria Bellagio,318555494,Emily,,Unincorporated Areas,36.11901,-115.21441,Entire home/apt,598,2,12,2021-04-04,0.77,1,89
40897843,1,127118859,Eugenio,,Unincorporated Areas,36.11973,-115.1441,Entire home/apt,130,2,3,2020-02-23,0.20,1,0
40897963,Vegas Oasis STR19-00109,258247012,Alfredo,,City of Henderson,36.04043,-114.95104,Entire home/apt,300,4,33,2021-04-11,2.08,1,223
40898153,"Swimming Pool ☀️, BBQ 🔥 + Sparkling Clean!",56644563,Tina,,City of Henderson,36.04482,-115.10646,Entire home/apt,398,4,22,2021-04-19,1.41,4,0
40901121,Beautifully Decorated Home - the Best Views in Town!,384091113,RedAwning Guest Services,,City of Mesquite,36.84133,-114.08651,Entire home/apt,183,1,0,,,94,307
40922570,Vegas Platinum Place,47568376,,,Unincorporated Areas,36.08928,-115.11521,Entire home/apt,133,4,25,2021-04-12,1.57,2,39
40927273,2BR•CONDO•STRIP•sanitized•SAFE•Book•SALE•Best•💝,133778912,,,City of Las Vegas,36.14975,-115.14954,Entire home/apt,110,2,2,2020-12-01,0.13,18,112
40928089,Vdara Suite - 27th Floor,20770004,Alex,,Unincorporated Areas,36.10891,-115.17914,Entire home/apt,125,1,108,2021-04-15,6.94,3,1
40928919,What Happens in Vegas Stays in Vegas!,318890375,Ernesto,,City of North Las Vegas,36.22967,-115.17377,Entire home/apt,101,2,53,2021-04-15,3.40,1,171
40937491,SUPERB HOUSE 4 BEDROOMS 4 MILES FROM THE STRIP,162802905,Vegas,,Unincorporated Areas,36.11201,-115.23641,Entire home/apt,405,3,20,2021-04-05,1.28,4,114
40942733,Huge Compound GuestHouse 3700ft- 3 day min,1010655,Simon,,Unincorporated Areas,36.08755,-115.1004,Entire home/apt,1556,3,8,2021-03-23,0.53,8,355
40944787,Hilton Flamingo Studio CES Week 1/5 to 1/12 $1100,74445799,Darren,,Unincorporated Areas,36.11699,-115.16868,Entire home/apt,299,4,1,2020-01-10,0.06,3,89
40945097,South LV Robindale Home w/BBQ~ South Strip/Stadium,146799634,Desert Escape Residences,,Unincorporated Areas,36.05218,-115.21216,Entire home/apt,263,1,33,2021-04-12,2.37,16,155
40951151,Stunning 5BR/3BA w/ Pool! Amazing Kitchen!,308023144,Jeeves,,City of Henderson,36.04783,-115.11357,Entire home/apt,573,4,25,2021-04-08,1.64,4,46
40951172,Wyndham Desert Blue-Las Vegas,180409402,Nancy,,Unincorporated Areas,36.12192,-115.18392,Entire home/apt,80,6,0,,,1,80
40951978,"Located in Las Vegas (escape the crowds, TODAY.",8292952,Nubia,,Unincorporated Areas,36.09545,-115.20889,Entire home/apt,125,3,0,,,3,362
40952620,"Las Vegas monthly apartment 
In central Las Vegas",270673854,Steve,,Unincorporated Areas,36.11438,-115.16763,Entire home/apt,200,30,0,,,1,356
40953627,Misty and Marvin Crain,384091113,RedAwning Guest Services,,City of Mesquite,36.82251,-114.06243,Entire home/apt,183,1,4,2021-02-27,0.25,94,337
40953643,"Fralin,Peter",384091113,RedAwning Guest Services,,City of Mesquite,36.82327,-114.06214,Entire home/apt,167,1,0,,,94,363
40953652,"Peterson, Dean and Shirlene",384091113,RedAwning Guest Services,,City of Mesquite,36.82203,-114.06026,Entire home/apt,183,1,1,2020-03-15,0.07,94,0
40953669,"Storrier, Michael",384091113,RedAwning Guest Services,,City of Mesquite,36.82161,-114.06222,Entire home/apt,167,1,0,,,94,76
40953699,Mike Leedom,384091113,RedAwning Guest Services,,City of Mesquite,36.80035,-114.09016,Entire home/apt,167,1,0,,,94,267
40953715,Townhome Style Condo Near Golf & Casinos,384091113,RedAwning Guest Services,,City of Mesquite,36.80042,-114.09023,Entire home/apt,167,1,2,2021-04-04,0.55,94,363
40953735,Large Condo in the Heart of Mesquite - Perfect for Golfers!,384091113,RedAwning Guest Services,,City of Mesquite,36.80089,-114.08996,Entire home/apt,183,1,1,2020-06-28,0.10,94,266
40953739,Fully Furnished Condo with Large Kitchen & Close to Golf,384091113,RedAwning Guest Services,,City of Mesquite,36.80003,-114.08862,Entire home/apt,167,1,1,2020-09-08,0.13,94,230
40953764,Lovely Upstairs Condo Unit Overlooking Marilynn Redd Park,384091113,RedAwning Guest Services,,City of Mesquite,36.82185,-114.06082,Entire home/apt,183,1,3,2020-10-31,0.33,94,288
40953907,Excellent 5 rooms house in summerlin!!!,289759563,Zipeng,,City of Las Vegas,36.1667,-115.35071,Entire home/apt,450,31,2,2020-03-15,0.14,3,88
